source,target,date,site,MOV,value,,school,wins,loses,Tourney Rank,CBS Rank,My Rank (Out of 64),Rank Delta,Offense Score,Defense Score,MOV,Offense Adjust,Defense Adjust,MOV Adjusted,RPI,CBS SOS,My SOS,Team Value,,,,,,,,,,,,,,,
Kansas,Iowa State,Jan. 16,Away,4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Kansas State,Feb. 6,Away,3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Kansas State,Jan. 3,Home,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Kentucky,Jan. 28,Away,6,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Oklahoma State,Jan. 14,Home,7,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Oklahoma State,Mar. 4,Away,5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,West Virginia,Feb. 13,Home,4,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,West Virginia,Jan. 24,Away,16,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Baylor,Feb. 4,Away,2,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Baylor,Jan. 14,Home,9,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Baylor,Mar. 9,Neutral,6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Iowa State,Feb. 15,Home,8,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Iowa State,Jan. 24,Away,5,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Kansas,Feb. 6,Home,3,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Kansas,Jan. 3,Away,2,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Maryland,Nov. 26,Neutral,1,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Oklahoma State,Feb. 22,Home,12,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Oklahoma State,Jan. 18,Away,8,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,West Virginia,Feb. 11,Away,19,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,West Virginia,Jan. 21,Home,4,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,West Virginia,Mar. 10,Neutral,1,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Arkansas,Jan. 7,Home,26,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Arkansas,Mar. 12,Neutral,17,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Florida,Feb. 25,Home,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Florida,Feb. 4,Away,22,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Kansas,Jan. 28,Home,6,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Louisville,Dec. 21,Away,3,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Michigan State,Nov. 15,Neutral,21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,North Carolina,Dec. 17,Neutral,3,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,South Carolina,Jan. 21,Home,16,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,UCLA,Dec. 3,Home,5,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Vanderbilt,Feb. 28,Home,6,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Vanderbilt,Jan. 10,Away,6,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Baylor,Nov. 25,Neutral,3,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Duke,Jan. 14,Home,9,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Duke,Mar. 9,Neutral,4,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Florida State,Jan. 21,Away,5,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Kentucky,Dec. 21,Home,3,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Miami (Fla.),Feb. 11,Home,5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,North Carolina,Feb. 22,Away,11,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Notre Dame,Jan. 4,Away,7,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Notre Dame,Mar. 4,Home,7,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Purdue,Nov. 30,Home,7,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Texas Southern,Dec. 10,Home,31,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Virginia,Dec. 28,Home,8,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Virginia,Feb. 6,Away,16,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Virginia Tech,Feb. 18,Home,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville,Wichita State,Nov. 24,Neutral,10,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Butler,Feb. 7,Home,3,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Butler,Jan. 16,Away,8,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Creighton,Jan. 21,Away,8,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Creighton,Mar. 4,Home,8,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Michigan,Nov. 17,Neutral,18,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Seton Hall,Jan. 1,Away,3,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Seton Hall,Jan. 11,Home,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Seton Hall,Mar. 9,Neutral,6,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Vanderbilt,Nov. 11,Neutral,24,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Villanova,Jan. 24,Home,2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Villanova,Jan. 7,Away,12,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Wisconsin,Dec. 10,Home,9,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Xavier,Feb. 18,Home,22,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquette,Xavier,Mar. 1,Away,11,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Jacksonville State,Dec. 12,Home,26,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Kansas State,Nov. 26,Neutral,1,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Michigan,Jan. 7,Away,7,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Michigan State,Mar. 4,Home,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Minnesota,Feb. 22,Home,14,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Minnesota,Jan. 28,Away,7,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Northwestern,Feb. 15,Away,10,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Northwestern,Mar. 10,Neutral,8,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Oklahoma State,Dec. 3,Home,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Purdue,Feb. 4,Home,1,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Wisconsin,Feb. 19,Away,11,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Duke,Feb. 25,Home,5,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Duke,Jan. 21,Away,12,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Florida,Nov. 27,Neutral,9,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Florida State,Feb. 1,Home,18,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Florida State,Mar. 4,Away,9,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Iowa State,Nov. 25,Neutral,17,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Louisville,Feb. 11,Away,5,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),North Carolina,Jan. 28,Home,15,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),North Carolina,Mar. 9,Neutral,25,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Notre Dame,Jan. 12,Home,5,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Virginia,Feb. 20,Away,6,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Virginia Tech,Feb. 27,Away,5,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (Fla.),Virginia Tech,Feb. 8,Home,6,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Marquette,Nov. 17,Neutral,18,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Maryland,Jan. 7,Home,7,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Michigan State,Feb. 7,Home,29,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Michigan State,Jan. 29,Away,8,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Minnesota,Feb. 19,Away,5,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Minnesota,Mar. 11,Neutral,7,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Mount St. Mary's,Nov. 26,Home,17,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Northwestern,Mar. 1,Away,2,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Purdue,Feb. 25,Home,12,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Purdue,Mar. 10,Neutral,4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,SMU,Nov. 18,Neutral,22,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,South Carolina,Nov. 23,Away,15,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,UCLA,Dec. 10,Away,18,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Virginia Tech,Nov. 30,Home,3,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Wisconsin,Feb. 16,Home,6,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Wisconsin,Jan. 17,Away,4,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Wisconsin,Mar. 12,Neutral,15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Arizona,Nov. 11,Neutral,2,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Baylor,Nov. 24,Neutral,15,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Duke,Nov. 29,Away,9,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Florida Gulf Coast,Nov. 20,Home,1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Kentucky,Nov. 15,Neutral,21,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Maryland,Mar. 4,Away,3,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Michigan,Feb. 7,Away,29,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Michigan,Jan. 29,Home,8,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Minnesota,Dec. 27,Away,1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Minnesota,Jan. 11,Home,18,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Minnesota,Mar. 10,Neutral,5,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Northwestern,Dec. 30,Home,9,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Purdue,Feb. 18,Away,17,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Purdue,Jan. 24,Home,11,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Wichita State,Nov. 25,Neutral,5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State,Wisconsin,Feb. 26,Home,10,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Tennessee,UNC-Wilmington,Nov. 25,Neutral,5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Tennessee,Vanderbilt,Dec. 8,Home,23,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Tennessee,VCU,Dec. 17,Away,3,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Arkansas,Nov. 22,Home,14,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Florida State,Nov. 28,Away,8,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Maryland,Feb. 22,Away,14,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Maryland,Jan. 28,Home,7,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Michigan,Feb. 19,Home,5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Michigan,Mar. 11,Neutral,7,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Michigan State,Dec. 27,Home,1,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Michigan State,Jan. 11,Away,18,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Michigan State,Mar. 10,Neutral,5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Mount St. Mary's,Nov. 16,Home,24,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Northwestern,Jan. 5,Away,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Purdue,Jan. 1,Away,9,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Vanderbilt,Dec. 3,Neutral,4,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Wisconsin,Jan. 21,Home,2,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Wisconsin,Mar. 5,Away,17,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's,Arkansas,Nov. 28,Away,13,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's,Bucknell,Dec. 19,Away,16,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's,Iowa State,Nov. 14,Away,18,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's,Michigan,Nov. 26,Away,17,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's,Minnesota,Nov. 16,Away,24,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's,West Virginia,Nov. 11,Away,28,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Iona,Nov. 20,Home,15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Iona,Nov. 26,Neutral,2,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,St. Mary's,Nov. 11,Away,18,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Duke,Feb. 9,Away,8,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Duke,Mar. 10,Neutral,10,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Duke,Mar. 4,Home,7,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Florida State,Jan. 14,Home,13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Kentucky,Dec. 17,Neutral,3,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Louisville,Feb. 22,Home,11,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Miami (Fla.),Jan. 28,Away,15,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Miami (Fla.),Mar. 9,Neutral,25,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Notre Dame,Feb. 5,Home,7,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oklahoma State,Nov. 22,Neutral,32,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Virginia,Feb. 18,Home,24,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Virginia,Feb. 27,Away,10,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Virginia Tech,Jan. 26,Home,19,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Wisconsin,Nov. 23,Neutral,15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Kentucky,West Virginia,Dec. 23,Away,31,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Butler,Nov. 16,Away,2,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Dayton,Dec. 17,Neutral,3,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Maryland,Feb. 15,Home,10,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Maryland,Mar. 10,Neutral,8,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Michigan,Mar. 1,Home,2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Michigan State,Dec. 30,Away,9,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Minnesota,Jan. 5,Home,4,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Notre Dame,Nov. 22,Neutral,4,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Purdue,Feb. 1,Away,21,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Purdue,Mar. 5,Home,4,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Wisconsin,Feb. 12,Away,7,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,Wisconsin,Mar. 11,Neutral,28,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Duke,Jan. 30,Home,10,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Duke,Mar. 11,Neutral,6,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Florida State,Feb. 11,Home,12,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Florida State,Jan. 18,Away,3,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Florida State,Mar. 10,Neutral,4,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Louisville,Jan. 4,Home,7,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Louisville,Mar. 4,Away,7,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Miami (Fla.),Jan. 12,Away,5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,North Carolina,Feb. 5,Away,7,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Northwestern,Nov. 22,Neutral,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Purdue,Dec. 17,Neutral,5,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Villanova,Dec. 10,Neutral,8,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Virginia,Jan. 24,Home,17,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Virginia,Mar. 9,Neutral,13,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notre Dame,Virginia Tech,Jan. 14,Away,5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Arkansas,Jan. 28,Home,28,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Baylor,Feb. 8,Home,3,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Baylor,Jan. 7,Away,4,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Iowa State,Feb. 28,Away,3,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Iowa State,Jan. 11,Home,10,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Iowa State,Mar. 9,Neutral,9,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Kansas,Jan. 14,Away,7,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Kansas,Mar. 4,Home,5,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Kansas State,Feb. 22,Away,12,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Kansas State,Jan. 18,Home,8,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Maryland,Dec. 3,Away,1,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,North Carolina,Nov. 22,Neutral,32,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,West Virginia,Dec. 30,Home,17,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,West Virginia,Feb. 4,Away,7,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State,Wichita State,Dec. 17,Away,17,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Arizona,Feb. 4,Home,27,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Arizona,Mar. 11,Neutral,3,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Baylor,Nov. 15,Away,17,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Southern California,Dec. 30,Home,23,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Southern California,Feb. 11,Away,11,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,UCLA,Dec. 28,Home,2,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,UCLA,Feb. 9,Away,3,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton,Bucknell,Dec. 22,Away,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton,VCU,Nov. 29,Away,11,-0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Louisville,Nov. 30,Away,7,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Maryland,Feb. 4,Away,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Michigan,Feb. 25,Away,12,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Michigan,Mar. 10,Neutral,4,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Michigan State,Feb. 18,Home,17,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Michigan State,Jan. 24,Away,11,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Minnesota,Jan. 1,Home,9,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Northwestern,Feb. 1,Home,21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Northwestern,Mar. 5,Away,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Notre Dame,Dec. 17,Neutral,5,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,Villanova,Nov. 14,Home,3,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
